`GPT2SdpaAttention` is used but `torch.nn.functional.scaled_dot_product_attention` does not support `output_attentions=True` or `head_mask`. Falling back to the manual attention implementation, but specifying the manual implementation will be required from Transformers version v5.0.0 onwards. This warning can be removed using the argument `attn_implementation="eager"` when loading the model.
graph 0: base T 18.0  qk_removal +67.5/e0.27  mlp/answer/L1/mean/alone +81.0/e0.47  mlp/answer/L1/same_answer/alone +81.7/e0.00  mlp/answer/L1/random/alone +29.3/e1.00  thoughtK/same_answer/plus_removal +81.4/e0.00  thoughtK/random/plus_removal -14.3/e1.00  decoy_edges/path/plus_removal +69.6/e0.28  cand_tokens/path/alone +49.8/e0.44
graph 68: base T 100.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone -12.0/e0.60  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -100.0/e0.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -100.0/e0.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 69: base T 99.1  qk_removal -81.5/e0.00  mlp/answer/L1/mean/alone -4.7/e0.07  mlp/answer/L1/same_answer/alone +0.9/e0.00  mlp/answer/L1/random/alone -86.1/e1.00  thoughtK/same_answer/plus_removal +0.9/e0.00  thoughtK/random/plus_removal -96.6/e1.00  decoy_edges/path/plus_removal -81.0/e0.00  cand_tokens/path/alone +0.4/e0.00
graph 70: base T 100.0  qk_removal -33.9/e0.00  mlp/answer/L1/mean/alone -72.8/e0.58  mlp/answer/L1/same_answer/alone -2.2/e0.00  mlp/answer/L1/random/alone -9.5/e1.00  thoughtK/same_answer/plus_removal -1.7/e0.00  thoughtK/random/plus_removal -26.2/e1.00  decoy_edges/path/plus_removal -28.2/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 71: base T 100.0  qk_removal -0.6/e0.00  mlp/answer/L1/mean/alone -65.1/e0.42  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -0.6/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 72: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -2.7/e0.14  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -50.2/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -78.8/e1.00  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 73: base T 97.9  qk_removal -18.3/e0.13  mlp/answer/L1/mean/alone -3.7/e0.37  mlp/answer/L1/same_answer/alone +2.1/e0.00  mlp/answer/L1/random/alone +2.1/e0.00  thoughtK/same_answer/plus_removal +2.1/e0.00  thoughtK/random/plus_removal +2.1/e0.00  decoy_edges/path/plus_removal -18.2/e0.14  cand_tokens/path/alone +0.6/e0.01
graph 74: base T 100.0  qk_removal -0.8/e0.00  mlp/answer/L1/mean/alone -7.9/e0.36  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -22.7/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -31.9/e1.00  decoy_edges/path/plus_removal -0.8/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 75: base T 98.9  qk_removal -44.3/e0.00  mlp/answer/L1/mean/alone -59.6/e0.19  mlp/answer/L1/same_answer/alone +1.1/e0.00  mlp/answer/L1/random/alone -94.1/e1.00  thoughtK/same_answer/plus_removal +1.1/e0.00  thoughtK/random/plus_removal -93.8/e1.00  decoy_edges/path/plus_removal -42.7/e0.00  cand_tokens/path/alone -0.2/e0.00
graph 76: base T 98.1  qk_removal -98.1/e0.00  mlp/answer/L1/mean/alone -92.0/e0.05  mlp/answer/L1/same_answer/alone +1.8/e0.00  mlp/answer/L1/random/alone -98.1/e0.00  thoughtK/same_answer/plus_removal +1.8/e0.00  thoughtK/random/plus_removal -98.1/e0.00  decoy_edges/path/plus_removal -98.1/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 77: base T 100.0  qk_removal -0.5/e0.00  mlp/answer/L1/mean/alone -33.9/e0.62  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -94.2/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -93.6/e1.00  decoy_edges/path/plus_removal -0.5/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 78: base T 100.0  qk_removal -0.1/e0.01  mlp/answer/L1/mean/alone -0.5/e0.11  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -0.2/e0.99  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -0.6/e1.00  decoy_edges/path/plus_removal -0.1/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 79: base T 100.0  qk_removal -5.7/e0.04  mlp/answer/L1/mean/alone -1.5/e0.07  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -100.0/e0.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -99.9/e0.00  decoy_edges/path/plus_removal -5.8/e0.03  cand_tokens/path/alone +0.0/e0.00
graph 80: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -8.5/e0.34  mlp/answer/L1/same_answer/alone -0.5/e0.00  mlp/answer/L1/random/alone -44.1/e1.00  thoughtK/same_answer/plus_removal -0.4/e0.00  thoughtK/random/plus_removal -58.6/e1.00  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 81: base T 100.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone -0.2/e0.02  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -23.7/e1.00  thoughtK/same_answer/plus_removal -0.1/e0.00  thoughtK/random/plus_removal -85.5/e1.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 82: base T 100.0  qk_removal -0.0/e0.00  mlp/answer/L1/mean/alone -58.1/e0.17  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -97.0/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -97.9/e1.00  decoy_edges/path/plus_removal -0.0/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 83: base T 99.8  qk_removal -99.1/e0.00  mlp/answer/L1/mean/alone -1.5/e0.60  mlp/answer/L1/same_answer/alone +0.2/e0.00  mlp/answer/L1/random/alone -6.2/e1.00  thoughtK/same_answer/plus_removal +0.2/e0.00  thoughtK/random/plus_removal -6.9/e1.00  decoy_edges/path/plus_removal -99.0/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 84: base T 100.0  qk_removal -0.3/e0.00  mlp/answer/L1/mean/alone -0.1/e0.01  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -93.8/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -99.2/e1.00  decoy_edges/path/plus_removal -0.2/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 85: base T 100.0  qk_removal -0.6/e0.10  mlp/answer/L1/mean/alone -56.8/e0.64  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -70.1/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -88.6/e1.00  decoy_edges/path/plus_removal -0.6/e0.10  cand_tokens/path/alone +0.0/e0.00
graph 86: base T 100.0  qk_removal -0.4/e0.01  mlp/answer/L1/mean/alone -17.7/e0.75  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -5.9/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -23.7/e1.00  decoy_edges/path/plus_removal -0.4/e0.01  cand_tokens/path/alone +0.0/e0.00
graph 87: base T 100.0  qk_removal -0.5/e0.69  mlp/answer/L1/mean/alone -0.1/e0.37  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -1.7/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -4.2/e1.00  decoy_edges/path/plus_removal -0.3/e0.70  cand_tokens/path/alone +0.0/e0.00
graph 88: base T 100.0  qk_removal -9.0/e0.02  mlp/answer/L1/mean/alone -20.7/e0.16  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -9.7/e0.02  cand_tokens/path/alone -0.0/e0.00
graph 89: base T 100.0  qk_removal -0.3/e0.18  mlp/answer/L1/mean/alone -0.1/e0.81  mlp/answer/L1/random/alone +0.0/e0.00  thoughtK/random/plus_removal +0.0/e0.00  decoy_edges/path/plus_removal -0.3/e0.18  cand_tokens/path/alone +0.0/e0.01
graph 90: base T 66.1  qk_removal -65.4/e0.00  mlp/answer/L1/mean/alone -55.9/e0.20  mlp/answer/L1/same_answer/alone +32.5/e0.00  mlp/answer/L1/random/alone -31.7/e1.00  thoughtK/same_answer/plus_removal +33.0/e0.00  thoughtK/random/plus_removal -15.8/e1.00  decoy_edges/path/plus_removal -65.4/e0.00  cand_tokens/path/alone -0.4/e0.00
graph 91: base T 99.9  qk_removal -11.7/e0.05  mlp/answer/L1/mean/alone -2.8/e0.05  mlp/answer/L1/same_answer/alone +0.1/e0.00  mlp/answer/L1/random/alone +0.1/e0.00  thoughtK/same_answer/plus_removal +0.1/e0.00  thoughtK/random/plus_removal +0.1/e0.00  decoy_edges/path/plus_removal -12.8/e0.05  cand_tokens/path/alone +0.0/e0.00
graph 92: base T 99.6  qk_removal -89.8/e0.00  mlp/answer/L1/mean/alone -62.4/e0.70  mlp/answer/L1/same_answer/alone +0.4/e0.00  mlp/answer/L1/random/alone -3.9/e1.00  thoughtK/same_answer/plus_removal +0.4/e0.00  thoughtK/random/plus_removal -7.7/e1.00  decoy_edges/path/plus_removal -89.6/e0.00  cand_tokens/path/alone +0.1/e0.00
graph 93: base T 100.0  qk_removal -0.1/e0.00  mlp/answer/L1/mean/alone -1.1/e0.01  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -51.7/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -71.7/e1.00  decoy_edges/path/plus_removal -0.1/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 94: base T 98.8  qk_removal -93.0/e0.00  mlp/answer/L1/mean/alone -33.0/e0.18  mlp/answer/L1/same_answer/alone +1.1/e0.00  mlp/answer/L1/random/alone +0.5/e1.00  thoughtK/same_answer/plus_removal +1.1/e0.00  thoughtK/random/plus_removal +0.7/e1.00  decoy_edges/path/plus_removal -93.2/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 95: base T 95.5  qk_removal -72.6/e0.05  mlp/answer/L1/mean/alone +2.2/e0.90  mlp/answer/L1/random/alone +3.3/e1.00  thoughtK/random/plus_removal +1.0/e0.60  decoy_edges/path/plus_removal -71.2/e0.05  cand_tokens/path/alone +4.1/e0.00
graph 96: base T 100.0  qk_removal -6.4/e0.20  mlp/answer/L1/mean/alone -10.7/e0.24  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -96.7/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -98.6/e1.00  decoy_edges/path/plus_removal -6.5/e0.20  cand_tokens/path/alone +0.0/e0.00
graph 97: base T 99.7  qk_removal -98.5/e0.00  mlp/answer/L1/mean/alone -31.8/e0.26  mlp/answer/L1/same_answer/alone -0.3/e0.00  mlp/answer/L1/random/alone -12.9/e1.00  thoughtK/same_answer/plus_removal -0.5/e0.00  thoughtK/random/plus_removal -10.4/e1.00  decoy_edges/path/plus_removal -98.5/e0.00  cand_tokens/path/alone -0.0/e0.00
graph 98: base T 100.0  qk_removal -10.0/e0.00  mlp/answer/L1/mean/alone -0.8/e0.09  mlp/answer/L1/same_answer/alone +0.0/e0.00  mlp/answer/L1/random/alone -4.0/e1.00  thoughtK/same_answer/plus_removal +0.0/e0.00  thoughtK/random/plus_removal -24.3/e1.00  decoy_edges/path/plus_removal -10.0/e0.00  cand_tokens/path/alone +0.0/e0.00
graph 99: base T 100.0  qk_removal -47.9/e0.04  mlp/answer/L1/mean/alone -0.5/e0.00  mlp/answer/L1/same_answer/alone -0.0/e0.00  mlp/answer/L1/random/alone -11.4/e1.00  thoughtK/same_answer/plus_removal -0.0/e0.00  thoughtK/random/plus_removal -58.6/e1.00  decoy_edges/path/plus_removal -48.6/e0.04  cand_tokens/path/alone +0.0/e0.00
written: /Users/ecaterina/Developer/phoenix/results/seed2/recovery_n100.json
